	52507_184_S27_L001_R1_001	52507_212_S28_L001_R1_001	52507_240_S29_L001_R1_001	52507_271_S30_L001_R1_001	52507_351_S31_L001_R1_001	52507_356_S32_L001_R1_001	52507_362_S33_L001_R1_001	52507_385_S1_L001_R1_001	52507_392_S2_L001_R1_001	52507_397_S3_L001_R1_001	52507_401_S4_L001_R1_001	52507_406_S5_L001_R1_001	52507_407_S6_L001_R1_001	52507_411_S7_L001_R1_001	52507_413_S8_L001_R1_001	52507_414_S9_L001_R1_001	52507_415_S10_L001_R1_001	52507_418_S11_L001_R1_001	52507_422_S12_L001_R1_001	52507_425_S13_L001_R1_001	52507_429_S14_L001_R1_001	52507_431_S15_L001_R1_001	52507_440_S16_L001_R1_001	52507_442_S17_L001_R1_001	52507_445_S18_L001_R1_001	52507_465_S19_L001_R1_001	52507_467_S20_L001_R1_001	52507_472_S21_L001_R1_001	52507_473_S22_L001_R1_001	52507_477_S23_L001_R1_001	52507_479_S24_L001_R1_001	52507_484_S25_L001_R1_001	52507_485_S26_L001_R1_001	52508_002_S34_L001_R1_001	52508_004_S35_L001_R1_001	52508_011_S36_L001_R1_001	52508_014_S37_L001_R1_001	52508_017_S38_L001_R1_001	52508_019_S39_L001_R1_001	52508_022_S40_L001_R1_001	52508_024_S41_L001_R1_001	52508_025_S42_L001_R1_001	52508_027_S43_L001_R1_001	52508_031_S44_L001_R1_001	52508_033_S45_L001_R1_001	52508_036_S46_L001_R1_001	52508_039_S47_L001_R1_001	52508_040_S48_L001_R1_001	52508_043_S49_L001_R1_001	52508_046_S50_L001_R1_001	52508_047_S51_L001_R1_001	52508_052_S52_L001_R1_001	52508_056_S53_L001_R1_001	52508_062_S54_L001_R1_001	52508_064_S55_L001_R1_001	52508_065_S56_L001_R1_001	52508_069_S57_L001_R1_001	52508_070_S58_L001_R1_001	52508_078_S59_L001_R1_001	52508_079_S60_L001_R1_001	52508_086_S61_L001_R1_001	52508_087_S62_L001_R1_001	52508_088_S63_L001_R1_001	52508_090_S64_L001_R1_001	52508_091_S65_L001_R1_001	52508_101_S66_L001_R1_001	52508_105_S67_L001_R1_001	52508_106_S68_L001_R1_001	52508_111_S69_L001_R1_001	52508_114_S70_L001_R1_001	52508_115_S71_L001_R1_001	52508_117_S72_L001_R1_001	52508_119_S73_L001_R1_001	52508_127_S74_L001_R1_001	52508_129_S75_L001_R1_001	52508_131_S76_L001_R1_001	52508_134_S77_L001_R1_001	52508_135_S78_L001_R1_001	52508_139_S79_L001_R1_001	52508_143_S80_L001_R1_001	52508_145_S81_L001_R1_001	52508_149_S82_L001_R1_001	52508_156_S83_L001_R1_001	52508_157_S84_L001_R1_001	52508_158_S85_L001_R1_001	52508_167_S86_L001_R1_001	52508_168_S87_L001_R1_001	52508_173_S88_L001_R1_001	52508_174_S89_L001_R1_001	52508_176_S90_L001_R1_001	52508_179_S91_L001_R1_001	52508_182_S92_L001_R1_001	52508_183_S93_L001_R1_001	52508_189_S94_L001_R1_001	52508_201_S95_L001_R1_001
Tpa_6816_1	0,96	1299,1	5,3	239,141	83,94	144,124	9,3	14,0	1,2	0,6	0,1	13,11	0,0	0,11	0,27	0,2	38,34	15,18	0,4	0,8	5,2	16,22	0,17	28,27	23,36	84,0	0,20	0,11	1,33	6,6	0,25	66,0	62,47	11,7	0,0	1236,0	2,0	72,52	5,0	0,0	2,1	1,1	0,27	0,1	8,5	83,0	1,1	1,7	0,21	5,1	0,4	32,20	3,3	2,3	0,4	19,15	0,33	6,5	0,10	42,38	0,2	15,9	0,87	33,27	1,1	0,1	36,39	27,17	0,1	0,2	0,6	1,1	0,16	0,481	8,2	2,6	0,2	0,1	0,10	1,2	0,0	0,132	40,32	19,21	0,4	0,0	3,1	11,17	0,250	17,12	4,2	0,3	14,5	8,7	2,0
Tpa_6853_1	18,0	225,0	1,0	62,0	32,0	107,0	2,0	3,0	0,0	0,0	0,0	11,0	0,0	2,0	6,0	0,0	8,8	8,0	1,0	1,0	0,0	6,0	2,0	11,0	8,8	10,0	8,0	1,0	4,0	4,0	7,0	12,0	23,0	0,0	1,0	195,1	0,0	14,0	0,0	0,0	0,0	1,0	2,1	1,0	2,0	9,0	2,0	0,0	3,0	1,0	1,0	9,0	3,0	3,0	0,0	10,1	13,0	3,0	3,0	8,0	0,0	5,0	19,0	9,5	0,0	0,0	15,0	13,0	0,0	0,0	3,0	0,0	4,0	97,0	1,0	0,0	1,0	1,0	3,0	0,0	1,0	37,0	10,0	6,0	0,1	0,0	0,0	1,0	58,0	5,0	2,0	3,0	2,0	5,0	0,0
Tpa_6887_1	12,0	570,0	6,0	130,0	47,0	98,0	2,0	3,0	2,0	2,0	0,0	15,0	0,0	3,0	12,0	0,0	34,0	17,0	1,0	5,0	5,0	12,0	6,0	16,0	29,0	14,1	12,0	2,0	19,0	10,0	6,0	19,0	50,0	0,3	0,0	566,0	0,0	53,0	0,0	0,0	0,0	0,0	5,0	2,0	4,0	15,0	2,0	5,0	11,0	8,0	1,0	8,9	1,0	1,0	0,0	9,0	20,0	4,0	3,0	28,0	0,0	5,0	30,0	23,0	1,0	0,0	36,0	17,0	1,0	0,1	2,0	1,0	17,0	193,0	2,0	2,0	4,0	0,0	4,0	2,3	2,0	49,0	19,0	15,0	0,2	0,0	0,0	10,0	42,0	6,0	1,0	0,0	3,0	6,0	3,0
Tpa_6922_1	117,0	2146,0	23,0	520,1	247,0	648,0	21,0	31,0	13,0	12,0	0,0	15,18	1,0	14,0	47,0	4,0	180,0	56,0	5,0	20,0	15,0	59,0	35,0	53,0	108,0	70,0	26,35	8,0	28,20	23,0	28,0	58,0	85,118	25,0	0,0	2409,0	5,0	141,0	8,0	3,0	3,0	3,0	32,0	9,0	25,0	78,0	2,0	14,0	33,0	17,0	17,0	71,0	5,0	6,11	3,0	72,0	75,0	0,23	28,0	106,0	3,0	31,0	138,0	126,0	7,0	5,0	113,0	78,0	6,0	1,0	14,0	3,0	41,0	1242,0	12,0	15,0	6,0	1,0	25,0	16,0	1,0	197,0	49,54	66,0	13,0	0,0	0,0	22,0	410,0	14,25	15,0	2,0	41,0	10,16	0,0
Tpa_6937_1	222,0	3232,5	17,0	1576,3	231,0	1024,1	29,0	27,0	11,0	32,25	1,0	20,0	1,0	17,0	34,0	1,0	82,0	36,1	8,0	4,0	13,0	38,0	48,0	152,2	133,0	163,0	123,0	10,0	301,0	14,0	63,0	110,1	88,0	26,0	9,0	2227,3	5,0	1473,1	6,0	6,0	4,0	1,0	40,0	16,0	48,0	197,0	8,0	15,0	22,0	7,4	13,0	126,0	12,0	12,0	5,0	52,0	105,0	15,0	17,0	395,0	6,0	41,0	456,3	141,0	9,1	4,0	79,1	42,0	3,0	0,0	9,0	2,0	65,0	1229,1	27,0	35,0	9,0	0,0	31,0	20,0	5,0	321,0	89,0	191,0	18,0	0,0	4,0	44,0	414,2	19,0	10,0	3,0	24,0	11,0	1,0
Tpa_6963_1	319,0	3963,1	29,0	2018,2	277,0	499,430	27,0	53,0	15,0	22,0	3,0	54,0	0,0	34,0	106,0	3,0	162,0	66,0	9,0	21,0	29,0	96,0	40,0	117,0	135,0	96,75	69,0	19,0	214,0	0,0	126,0	187,0	257,1	38,0	1,0	4881,3	7,0	664,0	0,0	4,0	7,0	4,0	94,0	5,0	41,0	189,176	4,0	0,0	21,0	24,0	14,0	74,0	8,0	9,0	3,0	78,0	132,0	15,9	15,0	186,0	4,0	14,0	608,1	251,0	11,0	11,0	110,0	103,0	4,0	0,0	10,0	2,0	55,1	1724,2	22,0	4,0	11,0	0,0	0,23	29,0	13,0	565,0	122,1	92,0	10,0	0,0	3,0	50,0	388,0	49,0	12,0	4,0	58,0	15,0	3,0
Tpa_6973_1	179,0	1608,1	8,0	869,1	147,0	321,0	17,0	23,0	5,0	21,0	0,0	13,0	0,0	17,0	28,0	0,0	49,0	25,0	3,0	2,0	4,0	23,14	22,0	75,0	86,0	60,0	55,0	8,0	94,0	12,0	56,0	39,31	70,0	11,0	3,0	1556,1	2,0	395,0	3,0	6,0	3,0	0,0	43,0	7,0	10,6	182,0	3,0	5,0	6,13	1,4	2,1	36,42	5,0	6,4	2,0	33,0	47,0	2,4	11,5	184,0	1,0	5,0	124,66	100,0	8,0	0,0	91,0	24,0	2,0	2,0	4,0	1,0	18,0	972,3	10,0	9,0	4,0	0,0	10,0	17,0	1,0	113,65	52,0	107,0	3,2	0,0	0,0	25,0	138,82	15,0	13,0	3,0	0,17	6,4	1,0
Tpa_7007_1	2,0	13,0	0,0	2,0	4,0	2,0	0,0	0,0	0,0	0,0	0,0	0,1	0,0	0,0	1,3	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,2	0,0	0,0	1,1	0,0	0,0	0,0	0,0	0,0	0,3	1,3	0,1	0,0	5,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,1	2,0	0,0	0,0	0,2	0,0	0,0	0,3	0,0	0,0	0,0	1,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,3	1,2	0,0	0,0	0,0	0,0	0,0	0,4	0,0	0,0	0,0	0,0	0,0	0,1	0,0	1,0	0,5	0,0	1,0	0,0	0,0	1,0	0,0	0,1	0,0	0,0	1,0	0,0	0,0
Tpa_7010_1	153,137	3,4234	0,44	2,1041	141,156	1,1009	0,31	0,40	0,18	0,32	0,2	0,33	0,1	1,34	0,75	0,5	0,131	0,66	0,15	0,9	0,23	0,84	0,42	89,82	44,101	0,199	0,126	0,24	0,215	8,17	0,110	0,133	181,0	0,37	0,2	3,4747	0,7	0,443	9,6	0,3	0,6	0,8	0,82	7,6	1,50	0,264	0,12	0,20	0,43	0,15	0,18	0,159	0,13	0,10	0,1	0,76	57,64	0,17	0,26	0,347	0,4	0,38	1,777	1,195	0,13	0,6	1,155	0,103	0,5	0,3	0,10	0,5	0,70	1,2780	0,32	18,17	0,9	0,1	0,40	0,22	0,10	384,329	0,134	108,81	0,21	0,1	0,3	0,55	2,608	0,33	0,22	0,8	0,35	0,26	0,1
Tpa_7018_1	35,0	314,317	4,0	84,78	84,0	258,0	1,6	3,0	1,0	3,0	3,0	2,3	0,0	10,0	10,13	2,0	43,0	14,0	1,0	3,0	4,0	14,0	13,0	13,0	17,0	12,16	0,5	0,5	17,0	0,7	5,6	18,0	62,0	5,0	0,0	368,335	1,0	21,14	1,0	1,0	0,0	0,1	6,8	2,0	7,0	7,13	0,0	7,0	13,0	4,0	5,0	10,8	3,0	5,0	2,0	17,0	14,12	3,2	6,0	28,0	1,0	2,7	43,0	18,14	1,0	4,0	26,0	22,0	1,0	0,1	3,0	1,0	12,5	184,163	5,0	4,0	1,0	1,1	5,2	2,0	1,0	55,0	6,11	6,6	10,0	1,0	2,0	13,0	112,0	14,0	0,1	1,0	15,0	5,0	0,0
Tpa_7052_1	295,0	11761,3	69,0	1759,0	165,161	1581,0	101,0	35,38	77,0	277,0	7,0	65,0	0,0	38,0	123,0	3,0	205,1	145,0	0,22	21,0	46,0	93,0	85,0	415,0	282,0	139,0	212,0	20,0	271,0	24,0	159,0	110,0	216,0	21,16	6,0	9339,0	11,0	3384,1	27,0	5,0	3,0	14,0	80,0	24,0	134,0	275,0	21,0	22,0	89,0	28,0	26,0	586,0	47,0	22,0	22,0	168,0	115,120	15,0	39,0	732,0	6,0	55,0	608,0	170,0	45,0	12,0	238,0	102,0	6,0	22,0	37,0	5,0	222,0	867,0	63,0	79,0	34,0	8,0	113,0	131,0	6,10	368,0	125,114	461,0	33,0	1,0	5,9	143,0	466,0	16,0	23,0	9,0	46,1	34,0	4,0
Tpa_7058_1	16,0	893,4	4,0	192,0	69,0	305,0	4,0	5,0	4,0	6,0	0,0	13,0	0,0	9,0	19,0	0,0	17,0	18,0	1,0	3,0	3,0	16,0	14,0	18,0	35,0	21,0	26,0	1,0	30,0	7,0	17,0	0,31	61,0	3,0	0,0	885,1	1,0	61,0	0,0	0,0	1,0	1,0	9,0	8,0	3,0	30,0	1,0	6,0	12,0	1,0	1,0	21,0	1,0	6,0	1,0	19,0	26,0	7,0	9,0	21,14	0,1	10,0	65,0	32,0	0,0	0,0	32,0	18,0	1,0	2,0	2,0	0,0	15,0	342,0	3,0	3,0	2,0	0,0	8,0	4,0	2,0	57,0	26,0	20,0	5,0	0,0	1,0	5,0	101,0	7,0	4,0	1,0	5,0	2,0	0,0
Tpa_7062_1	77,1	696,1	2,0	153,133	88,0	221,0	4,3	3,0	1,0	9,0	0,0	12,0	0,0	5,5	18,0	4,0	28,0	15,0	4,0	2,0	1,0	14,17	11,0	26,0	21,18	21,12	15,0	1,0	48,1	5,0	12,10	23,11	24,25	6,3	0,0	564,2	2,0	78,79	1,0	3,0	0,0	0,2	8,8	6,0	10,0	25,14	2,1	2,2	9,0	2,0	0,0	33,0	5,0	1,1	1,0	8,0	24,0	0,6	4,0	79,0	0,0	7,4	69,0	45,0	2,0	1,0	30,0	11,0	1,0	0,0	3,0	1,0	10,0	157,182	7,0	0,3	0,0	0,0	12,0	4,0	1,0	73,0	25,0	58,0	2,0	0,0	2,0	15,0	148,0	3,0	2,0	2,0	10,0	4,3	1,0
Tpa_7080_1	0,465	0,4364	0,10	0,1269	0,409	0,1296	0,35	0,50	0,25	0,40	0,2	0,55	0,1	0,14	0,55	0,2	0,173	0,79	0,5	0,14	0,14	0,111	0,65	0,164	0,161	0,191	0,120	0,17	0,210	0,20	0,58	0,206	0,126	0,21	0,3	1,4500	0,8	0,486	0,14	0,4	0,5	0,2	0,58	0,13	0,50	0,281	0,4	0,20	0,59	0,21	0,16	0,168	0,16	0,23	0,5	0,91	0,131	0,24	0,44	0,401	0,4	0,44	0,528	0,125	0,13	0,1	0,199	0,102	0,1	0,2	0,8	0,4	0,72	0,1989	0,38	0,37	0,8	0,0	0,52	0,18	0,12	0,609	0,148	0,162	0,19	0,0	0,4	0,24	0,764	0,62	0,16	0,15	0,67	0,39	0,4
Tpa_7082_1	0,30	0,239	0,3	0,145	0,28	0,120	0,5	0,3	0,2	0,2	0,0	0,4	0,0	0,1	0,5	0,0	5,5	0,9	0,1	0,1	1,1	4,2	0,4	0,12	0,9	0,19	0,5	0,0	0,29	0,1	0,3	0,14	0,20	0,9	0,1	1,210	0,0	0,68	0,0	0,1	0,0	1,0	0,4	0,2	0,2	0,25	0,2	0,3	0,1	0,3	0,0	0,2	0,2	0,0	0,0	0,4	0,10	0,1	2,1	0,33	0,0	0,3	27,26	0,22	0,1	0,0	0,7	0,6	0,2	0,0	0,0	0,0	0,5	0,160	0,2	0,1	0,0	0,0	2,0	1,1	0,0	22,16	0,9	8,5	0,1	0,0	0,0	1,2	0,62	0,7	0,1	0,0	0,4	0,6	0,0
Tpa_7090_1	0,27	1,816	0,7	1,256	0,75	1,181	0,7	0,3	0,2	0,8	0,0	0,7	0,0	2,4	0,11	0,1	0,43	0,16	0,2	0,2	0,3	0,26	0,12	0,26	0,40	21,10	0,15	0,1	0,18	0,12	0,14	24,0	0,76	0,8	0,0	1,632	0,2	0,87	0,1	0,0	0,1	0,0	0,15	0,3	0,10	0,25	0,0	4,2	0,6	0,4	0,4	0,40	0,4	2,1	0,2	0,19	0,20	0,8	0,12	0,42	0,2	9,5	0,55	0,28	0,0	0,1	0,32	0,20	1,0	0,2	0,5	0,1	0,18	0,265	4,0	0,4	2,1	0,0	0,7	0,6	0,0	0,61	0,29	0,15	0,3	0,0	0,2	0,13	1,137	0,15	0,4	0,1	0,10	0,10	0,0
Tpa_7106_1	0,14	281,190	2,4	0,69	19,15	0,49	0,3	0,5	0,1	0,1	0,0	0,1	0,0	0,0	0,7	0,2	0,24	0,13	0,2	0,1	3,3	0,9	0,6	10,5	0,15	3,1	0,8	0,2	0,7	0,5	5,1	0,16	0,28	0,1	0,0	156,90	0,0	0,36	0,0	0,2	0,0	0,1	0,10	0,1	1,2	0,5	0,0	0,2	0,1	0,0	0,2	10,8	1,1	0,0	0,2	0,7	0,13	0,3	0,4	0,18	0,0	0,2	0,7	0,14	0,2	0,1	0,9	0,6	0,2	0,0	0,4	0,0	0,10	1,89	0,1	0,2	0,0	0,0	0,11	2,0	0,0	15,9	0,14	0,9	0,5	0,0	0,1	0,1	0,56	0,3	0,0	0,2	0,8	0,4	0,0
Tpa_7153_1	2,0	60,54	0,0	3,0	0,0	6,0	1,0	0,0	0,0	2,0	0,0	1,0	1,0	0,0	1,0	0,0	1,0	3,0	1,0	0,0	0,0	1,0	1,0	1,0	0,0	1,0	0,0	0,0	2,0	1,0	2,0	0,2	3,0	0,0	0,0	26,26	0,0	6,0	0,0	0,0	0,0	0,0	1,0	0,0	1,0	3,0	0,0	0,0	1,0	0,0	0,0	5,0	0,0	0,0	0,0	4,0	4,0	0,0	0,0	5,0	0,0	1,0	0,0	0,0	0,0	1,0	0,0	1,0	0,0	0,0	0,0	0,0	2,0	3,0	1,0	1,0	0,0	0,0	1,0	0,0	0,0	1,0	3,0	1,0	4,0	0,0	0,0	2,0	7,0	1,0	1,0	0,0	1,0	2,0	0,0
Tpa_7157_1	0,95	0,3167	0,25	300,283	122,110	694,0	25,0	28,0	16,0	23,0	1,0	16,22	0,0	15,0	41,0	0,0	122,1	29,44	5,0	6,7	12,10	65,0	57,0	0,85	60,41	99,0	64,0	0,10	60,44	21,0	0,28	45,48	91,90	18,0	5,0	0,3377	7,0	115,93	3,4	5,0	8,0	2,0	0,23	6,0	42,0	154,0	1,0	7,7	36,0	14,6	15,0	107,0	8,0	6,0	8,0	50,32	39,43	9,5	16,13	117,108	5,0	19,0	94,85	111,2	0,6	5,0	124,0	70,0	3,0	2,0	14,0	0,4	47,0	603,0	0,22	21,0	4,0	1,0	22,0	11,8	1,0	235,0	59,49	45,59	4,0	0,0	0,0	46,0	461,0	0,37	8,0	4,0	38,0	8,10	2,0
Tpa_7201_1	0,413	3,4172	19,17	730,722	0,385	3,1444	0,35	0,49	0,24	0,27	0,3	29,31	0,2	0,38	1,91	0,3	0,189	0,68	0,18	0,13	0,14	0,115	0,51	0,123	0,207	1,202	1,168	11,8	2,219	16,26	0,141	1,219	0,223	0,19	0,8	2,4679	0,9	261,272	0,19	0,3	0,7	0,3	49,37	0,14	1,40	0,334	2,3	0,17	0,42	0,26	0,13	0,111	0,22	0,25	0,6	0,83	0,154	0,27	0,52	0,326	0,1	0,61	1,456	0,324	0,6	0,6	0,220	0,101	2,4	0,0	0,24	0,6	0,77	1545,1699	0,27	0,36	9,9	0,0	0,42	0,28	0,9	0,549	74,92	0,196	0,30	0,0	0,3	0,56	2,1084	0,59	7,8	1,5	0,52	0,31	0,4
Tpa_7204_1	0,142	0,1857	0,8	1,674	1,163	4,543	0,12	10,6	0,7	0,6	0,0	0,24	0,0	0,9	0,31	0,1	0,77	0,28	0,8	0,8	0,18	0,37	0,27	0,39	0,43	41,41	0,24	0,11	0,54	0,11	0,22	28,46	1,108	7,4	0,0	1,1755	0,2	0,194	0,2	0,2	0,3	0,3	0,18	0,5	0,14	1,73	0,0	6,5	0,9	0,10	2,3	0,45	0,0	0,6	0,2	0,39	0,61	0,11	0,8	0,98	1,0	0,25	0,182	0,72	0,7	0,1	0,83	0,44	0,3	0,0	0,5	0,0	0,32	1,1030	0,12	0,11	0,5	0,0	0,16	0,6	0,2	0,154	0,64	0,40	0,9	0,0	0,2	0,30	143,110	0,28	0,3	0,1	0,15	0,14	0,1
Tpa_7210_1	0,197	2,2673	0,26	0,671	2,251	0,775	0,18	0,16	3,5	0,12	0,4	0,38	0,1	0,26	0,44	0,6	0,150	1,58	0,8	12,9	0,17	1,69	0,37	0,55	0,114	0,81	0,36	0,16	0,59	0,26	0,33	0,136	1,196	19,1	0,1	4,3023	0,5	0,178	2,1	0,1	0,3	0,5	1,42	0,12	23,0	48,57	0,6	0,15	0,23	0,17	0,15	0,70	0,12	0,10	4,1	0,62	0,92	0,16	0,21	0,128	0,1	0,15	1,134	0,91	0,3	3,7	0,126	0,92	0,9	0,3	6,6	0,3	0,41	2,882	0,20	0,16	0,6	0,3	9,12	0,3	3,2	0,221	0,118	0,38	0,12	0,0	0,2	0,49	1,483	0,41	6,9	0,6	0,22	0,45	0,3
Tpa_7213_1	0,677	3,39830	0,126	0,3200	0,609	1,5045	0,256	0,290	0,147	0,461	0,12	0,207	0,5	0,193	0,119	0,4	0,802	0,417	0,44	0,65	0,136	0,218	0,296	0,621	0,922	0,0	0,690	0,35	0,476	0,92	0,0	0,265	1,422	0,167	0,25	8,54772	0,47	0,3654	0,92	0,30	0,19	0,42	0,137	0,108	0,264	0,377	0,31	0,49	0,184	0,103	0,84	0,529	0,121	0,93	0,36	0,236	0,367	0,61	0,124	0,1030	0,20	0,114	0,1620	1,552	0,60	0,50	0,680	0,395	0,0	0,0	0,99	0,22	0,246	1,6611	0,0	0,256	0,1	0,0	0,129	0,118	0,17	0,568	0,290	0,571	0,0	0,1	0,43	0,195	0,1740	0,141	0,54	0,23	0,3	0,81	0,8
Tpa_7221_1	0,34	0,850	0,9	0,128	0,70	0,129	4,5	0,2	0,4	0,11	0,2	0,5	0,2	0,5	0,19	0,0	11,18	0,18	0,0	0,3	5,1	7,14	0,10	6,16	17,16	0,8	0,15	0,6	0,14	0,9	9,4	11,12	31,21	0,7	0,2	1,845	0,2	0,67	0,2	2,0	0,1	0,2	0,17	0,1	0,3	15,10	0,1	0,6	0,12	2,3	0,3	0,35	0,2	3,3	0,1	6,7	0,32	1,1	0,5	0,46	0,0	0,4	19,12	0,20	5,0	0,0	0,24	0,18	0,0	1,0	0,4	0,2	13,9	83,87	2,3	0,7	0,1	0,0	6,5	0,5	0,1	0,48	0,19	0,26	4,2	0,0	0,1	6,1	32,41	1,2	0,2	0,1	5,0	4,8	0,0
Tpa_7240_1	24,0	0,1494	0,18	0,208	0,94	0,197	0,10	0,6	0,5	5,7	0,1	0,11	0,0	0,9	10,6	1,1	0,62	0,21	0,4	0,3	0,5	23,8	0,13	0,23	0,52	0,8	0,30	3,1	1,30	0,7	0,9	0,41	0,92	0,4	0,0	1,1262	0,2	0,118	0,1	0,2	0,0	0,1	0,16	0,2	0,7	0,19	0,0	0,7	0,16	4,1	0,7	0,57	0,0	0,5	0,3	0,44	0,30	0,6	0,15	0,87	0,0	0,9	0,43	0,44	0,6	0,1	0,35	0,14	0,1	0,3	0,5	0,1	0,15	0,293	0,3	0,10	0,4	0,0	0,19	0,12	0,0	36,0	0,42	0,41	0,7	0,0	1,1	0,20	0,113	0,17	0,1	0,0	0,17	0,12	0,0
Tpa_7289_1	98,0	1413,2	11,0	408,1	132,1	480,1	15,0	6,0	11,0	9,0	3,0	15,0	1,0	13,0	24,0	1,0	66,0	27,0	2,0	7,0	5,0	32,0	19,0	31,0	61,0	53,0	34,0	9,0	50,0	13,0	27,0	29,0	98,0	15,0	1,0	1281,0	2,0	128,0	4,0	0,0	4,0	0,0	14,0	5,0	16,0	38,0	1,0	13,0	24,0	6,0	5,0	47,0	5,0	12,0	3,0	25,0	47,0	14,0	15,0	77,0	0,0	31,0	131,0	62,0	3,0	0,0	67,0	40,0	3,0	1,0	4,0	1,0	33,0	902,2	4,0	8,0	4,0	1,0	20,0	1,0	9,0	161,0	44,0	32,0	9,0	0,0	0,0	36,0	200,0	26,0	3,0	5,0	20,0	8,0	2,0
Tpa_7291_1	8,8	0,82	3,0	14,12	6,6	25,26	0,0	0,0	0,1	0,0	0,0	1,0	0,0	1,0	0,0	0,0	5,0	1,0	0,0	0,1	0,0	1,0	2,0	0,2	1,1	4,8	2,0	0,0	2,0	1,1	0,1	2,3	8,0	0,2	0,0	0,84	0,1	6,6	0,0	0,0	0,0	0,0	2,0	1,0	1,0	2,2	0,0	0,0	0,1	2,0	0,0	1,0	0,0	0,0	0,0	2,0	5,0	1,1	1,0	7,0	0,0	0,0	9,0	4,4	1,0	0,0	2,0	2,0	1,0	0,0	0,1	0,0	0,1	24,41	0,0	0,0	0,1	0,0	1,0	0,0	1,0	0,18	2,2	0,6	0,1	0,0	0,0	0,1	19,8	0,2	0,1	0,1	2,0	3,1	0,0
Tpa_7293_1	4,0	92,0	3,0	21,0	13,0	25,0	1,0	2,1	0,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,4	1,0	0,0	0,1	1,0	5,0	3,0	0,0	3,0	1,0	0,0	0,0	3,0	1,0	2,0	4,1	0,0	2,0	0,0	72,0	0,0	3,0	1,0	0,0	0,0	0,0	2,0	0,0	0,0	1,0	0,0	0,0	2,0	0,0	3,0	3,0	1,0	0,0	0,0	5,0	3,0	1,1	1,0	5,0	0,0	0,0	4,0	3,0	0,0	1,0	3,0	1,0	0,0	0,0	0,0	0,0	0,0	9,0	1,0	0,0	0,0	0,0	2,0	0,0	0,0	3,0	6,0	2,0	2,0	0,0	0,0	2,0	20,0	3,0	0,0	1,0	1,0	0,0	0,0
Tpa_7331_1	0,0	4,0	0,0	0,0	2,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	5,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,1	0,0
Tpa_7348_1	10,0	515,0	4,0	130,0	28,0	86,0	2,0	2,0	1,0	5,0	0,0	4,0	0,0	2,0	7,0	2,0	16,0	15,0	0,0	0,1	5,0	7,0	11,0	21,0	15,0	6,0	10,0	0,0	5,0	2,0	5,0	13,0	21,0	2,0	0,0	338,0	0,0	107,0	1,0	0,0	0,0	4,0	6,0	1,0	5,1	16,0	0,0	3,0	9,0	1,0	3,0	18,0	5,0	2,0	0,0	10,0	6,0	1,0	5,0	19,0	0,0	8,0	88,0	8,0	2,0	1,0	16,0	5,0	1,0	0,0	0,0	0,0	6,0	33,0	3,0	4,0	0,0	0,0	7,0	2,0	3,0	42,0	23,0	11,0	3,0	0,0	0,0	13,0	39,0	6,0	1,0	1,0	2,0	7,0	0,0
Tpa_7352_1	0,0	0,2	0,0	0,0	0,0	0,1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,9	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
